order_id,customer_id,order_date,status
122,110.0,2025-03-03 07:44:18,PLACED
123,376.0,2025-11-06 06:01:41,RETURNED
124,39.0,2024-09-19 10:49:31,RETURNED
125,74.0,2024-08-24 08:06:38,DELIVERED
126,360.0,2025-04-28 11:15:48,RETURNED
127,105.0,2026-02-02 23:24:12,DELIVERED
128,214.0,2024-07-15 19:49:54,CANCELLED
129,378.0,2026-05-28 07:08:36,SHIPPED
130,414.0,2024-09-17 07:30:13,PLACED
131,293.0,2025-08-17 02:25:50,RETURNED
132,416.0,2025-01-15 15:00:08,PLACED
133,93.0,2025-05-28 03:34:50,RETURNED
134,,2025-01-29 07:52:15,CANCELLED
135,36.0,2025-07-24 18:12:25,RETURNED
136,240.0,2024-11-10 21:59:14,PLACED
137,110.0,2024-12-14 22:35:40,DELIVERED
138,71.0,2026-01-17 20:33:37,RETURNED
139,125.0,11-09-2025,PLACED
140,69.0,2025-07-04 06:58:28,PLACED
141,281.0,03-04-2025,PLACED
142,136.0,2024-07-28 08:09:14,CANCELLED
143,266.0,2025-08-27 03:19:26,CANCELLED
144,179.0,2024-11-14 17:29:07,DELIVERED
145,342.0,2026-02-25 05:15:53,RETURNED
146,202.0,2025-07-10 20:57:12,PLACED
147,,2025-05-19 08:08:18,SHIPPED
148,473.0,2025-08-16 09:28:48,RETURNED
149,438.0,2026-01-09 00:27:40,CANCELLED
150,35.0,2024-09-15 04:04:13,SHIPPED
151,447.0,2025-12-08 03:59:27,PLACED
152,12.0,2025-06-28 17:31:41,SHIPPED
153,399.0,2024-11-23 22:58:56,DELIVERED
154,,2026-03-12 17:52:01,CANCELLED
155,142.0,2024-11-26 20:24:12,SHIPPED
156,30.0,2026-06-08 11:00:37,PLACED
157,296.0,2025-04-07 10:40:04,SHIPPED
158,352.0,2025-07-17 09:53:31,PLACED
159,75.0,2025-07-05 03:01:13,SHIPPED
160,60.0,2025-03-15 17:36:58,CANCELLED
161,210.0,2025-01-27 17:39:42,PLACED
162,59.0,2026-02-09 14:25:00,PLACED
163,60.0,2025-04-17 14:51:49,SHIPPED
164,468.0,2025-09-19 01:46:09,PLACED
165,229.0,2025-11-09 02:22:47,RETURNED
166,390.0,2025-01-31 20:16:04,RETURNED
167,383.0,20-07-2025,RETURNED
168,99.0,2024-10-22 21:34:10,RETURNED
169,7.0,2025-04-29 19:56:49,DELIVERED
170,398.0,2024-11-06 17:24:03,DELIVERED
171,91.0,2026-05-10 15:09:25,RETURNED
172,350.0,2025-09-26 04:51:01,DELIVERED
173,,2024-08-03 22:00:58,SHIPPED
174,77.0,2025-03-19 07:05:38,PLACED
175,431.0,2024-10-28 03:56:29,DELIVERED
176,496.0,2025-11-02 00:18:52,PLACED
177,415.0,2024-09-17 14:38:41,SHIPPED
178,367.0,2025-08-10 08:57:04,SHIPPED
179,399.0,2026-04-04 20:21:17,PLACED
180,398.0,2026-03-03 21:15:50,PLACED
181,73.0,2026-05-04 12:39:45,DELIVERED
182,282.0,2025-12-11 18:14:34,DELIVERED
183,391.0,2026-02-05 18:36:12,PLACED
184,133.0,2025-06-26 19:46:43,SHIPPED
185,14.0,2025-05-02 13:15:03,PLACED
186,217.0,2026-06-08 07:16:43,CANCELLED
187,119.0,2025-12-02 08:33:50,SHIPPED
188,307.0,2025-09-12 16:08:09,PLACED
189,221.0,2025-01-12 18:47:01,CANCELLED
190,117.0,2026-01-27 04:28:27,RETURNED
191,333.0,2024-09-26 22:38:13,DELIVERED
192,134.0,2025-05-10 09:12:27,PLACED
193,114.0,2024-08-19 18:20:59,PLACED
194,128.0,09-09-2025,DELIVERED
195,465.0,2026-05-15 12:27:36,RETURNED
196,469.0,2024-11-27 14:48:29,CANCELLED
197,458.0,2026-01-18 10:26:20,DELIVERED
198,227.0,2025-06-15 22:06:52,DELIVERED
199,191.0,2024-10-11 10:51:15,SHIPPED
200,129.0,2025-11-22 20:03:59,DELIVERED
201,237.0,2025-07-08 15:06:44,RETURNED
202,31.0,2024-11-22 21:01:49,RETURNED
203,,27-08-2024,CANCELLED
204,284.0,2025-06-29 14:45:56,DELIVERED
205,391.0,2025-12-25 12:10:08,CANCELLED
206,,23-12-2024,PLACED
207,416.0,2024-12-10 13:32:05,PLACED
208,76.0,2025-06-18 12:46:58,PLACED
209,499.0,2026-03-12 23:14:55,PLACED
210,101.0,2026-01-17 14:01:54,PLACED
211,127.0,2026-01-26 05:07:13,DELIVERED
212,41.0,2024-12-25 06:45:53,DELIVERED
213,185.0,2026-06-28 14:37:45,CANCELLED
214,154.0,2025-09-20 23:19:12,PLACED
215,361.0,30-11-2025,CANCELLED
216,94.0,2025-10-05 00:09:41,DELIVERED
217,229.0,2024-12-01 02:37:06,DELIVERED
218,,2026-04-21 07:25:16,PLACED
219,171.0,2026-06-28 20:04:31,SHIPPED
220,311.0,2024-08-01 06:07:41,CANCELLED
221,473.0,2025-03-19 14:20:01,CANCELLED
222,224.0,2024-11-27 17:21:26,RETURNED
223,33.0,2024-11-20 13:00:38,CANCELLED
224,,2024-11-07 01:32:31,CANCELLED
225,213.0,2025-09-30 10:03:32,DELIVERED
226,321.0,2025-09-22 19:52:07,PLACED
227,26.0,2026-06-16 01:30:25,CANCELLED
228,64.0,30-10-2025,DELIVERED
229,300.0,2024-12-22 19:38:42,RETURNED
230,35.0,2026-02-05 01:42:00,DELIVERED
231,,2025-05-25 11:40:59,PLACED
232,163.0,25-05-2026,RETURNED
233,312.0,2024-11-19 11:49:15,DELIVERED
234,332.0,2024-09-25 19:47:43,CANCELLED
235,402.0,2026-01-29 17:02:15,SHIPPED
236,332.0,2025-06-06 06:16:55,CANCELLED
237,351.0,2026-03-22 10:30:40,RETURNED
238,285.0,2025-03-20 11:26:14,CANCELLED
239,490.0,2025-12-02 00:32:02,DELIVERED
240,,2026-05-03 17:48:11,DELIVERED
241,128.0,2025-10-07 01:02:42,DELIVERED
242,224.0,2024-09-06 01:25:32,RETURNED
243,343.0,2025-11-18 21:41:21,RETURNED
244,467.0,2025-03-02 00:35:26,PLACED
245,35.0,2025-01-09 00:59:25,SHIPPED
246,453.0,2025-09-12 03:46:11,SHIPPED
247,14.0,2025-09-10 05:35:11,CANCELLED
248,420.0,2024-10-29 06:32:46,PLACED
249,46.0,2025-01-09 04:23:43,PLACED
250,323.0,2026-06-06 00:22:54,PLACED
251,436.0,2024-11-15 21:32:05,PLACED
252,121.0,2025-03-19 00:54:36,RETURNED
253,293.0,2025-11-28 23:19:16,RETURNED
254,230.0,2025-04-18 00:16:32,PLACED
255,500.0,06-01-2026,RETURNED
256,258.0,2025-01-15 10:45:54,RETURNED
257,16.0,2026-03-14 15:08:31,RETURNED
258,476.0,2025-10-01 03:54:01,RETURNED
259,71.0,2026-05-05 03:56:42,DELIVERED
260,268.0,2026-06-04 07:39:07,RETURNED
261,226.0,2025-09-02 01:56:18,PLACED
262,277.0,2024-12-14 08:13:51,DELIVERED
263,,2025-03-15 05:35:22,CANCELLED
264,342.0,2025-09-14 08:06:35,SHIPPED
265,195.0,2026-07-09 09:45:55,CANCELLED
266,47.0,2025-03-05 19:14:27,SHIPPED
267,262.0,2025-02-01 17:40:02,RETURNED
268,139.0,2025-05-30 02:19:19,CANCELLED
269,287.0,2024-10-12 09:43:23,CANCELLED
270,297.0,2025-07-24 10:06:17,CANCELLED
271,341.0,2026-01-23 11:33:05,RETURNED
272,182.0,2025-11-22 04:53:45,PLACED
273,405.0,2025-07-04 04:01:01,CANCELLED
274,23.0,2026-02-02 01:22:41,SHIPPED
275,91.0,2026-02-07 03:23:14,RETURNED
276,286.0,2026-05-25 23:40:14,DELIVERED
277,55.0,2025-07-27 12:38:36,CANCELLED
278,94.0,26-12-2024,RETURNED
279,475.0,2024-11-12 00:17:17,RETURNED
280,193.0,2026-03-29 07:16:47,DELIVERED
281,480.0,10-05-2025,CANCELLED
282,262.0,2025-02-19 15:37:16,PLACED
283,79.0,2025-01-17 11:29:45,SHIPPED
284,82.0,2024-07-24 17:11:26,SHIPPED
285,423.0,2025-09-26 01:35:11,RETURNED
286,,2025-03-24 21:07:26,SHIPPED
287,137.0,2025-01-28 06:39:34,RETURNED
288,117.0,2026-05-12 17:24:13,SHIPPED
289,133.0,2025-01-22 17:31:44,RETURNED
290,228.0,2025-10-01 03:58:14,PLACED
291,320.0,2026-03-31 06:17:10,PLACED
292,110.0,2026-03-03 10:19:12,SHIPPED
293,184.0,2025-07-31 10:08:27,SHIPPED
294,421.0,2025-10-27 06:23:35,PLACED
295,120.0,2026-01-16 06:16:36,PLACED
296,175.0,2026-01-23 16:05:40,DELIVERED
297,165.0,2024-10-07 23:53:03,DELIVERED
298,400.0,26-11-2024,SHIPPED
299,185.0,2026-06-03 08:21:18,DELIVERED
300,254.0,2025-06-21 14:00:49,PLACED
301,220.0,21-10-2025,SHIPPED
302,357.0,11-04-2026,RETURNED
303,214.0,2026-04-29 03:22:45,CANCELLED
304,460.0,2026-05-08 23:34:19,RETURNED
305,65.0,2025-10-04 18:46:51,RETURNED
306,386.0,15-06-2025,RETURNED
307,490.0,11-07-2024,CANCELLED
308,237.0,2024-12-01 14:39:57,DELIVERED
309,41.0,2025-09-26 01:34:37,PLACED
310,404.0,2024-11-21 22:19:02,SHIPPED
311,471.0,2025-06-16 09:23:45,DELIVERED
312,280.0,2024-09-01 19:15:49,RETURNED
313,413.0,2024-11-12 10:07:43,RETURNED
314,203.0,2024-08-21 13:59:25,DELIVERED
315,477.0,2025-03-23 16:53:33,PLACED
316,168.0,2025-01-16 23:27:16,DELIVERED
317,412.0,2025-12-09 09:07:52,RETURNED
318,70.0,2026-06-09 09:46:14,PLACED
319,433.0,2025-10-15 08:51:45,DELIVERED
320,127.0,2025-07-08 10:14:17,PLACED
321,180.0,2026-02-19 15:14:42,CANCELLED
322,350.0,2025-08-22 20:33:11,RETURNED
323,276.0,2026-06-16 20:33:27,CANCELLED
324,107.0,2025-07-31 02:22:38,SHIPPED
325,52.0,2026-01-18 19:18:13,DELIVERED
326,307.0,2024-10-04 21:57:21,PLACED
327,13.0,2024-12-22 22:13:50,DELIVERED
328,414.0,2025-07-25 08:55:37,RETURNED
329,129.0,2026-01-10 09:07:12,CANCELLED
330,193.0,2026-06-04 23:42:13,RETURNED
331,315.0,2026-04-05 11:52:08,PLACED
332,168.0,2025-03-20 09:59:04,PLACED
333,420.0,2024-10-24 22:11:58,CANCELLED
334,443.0,2025-10-02 16:41:14,DELIVERED
335,276.0,2025-09-16 04:15:16,DELIVERED
336,394.0,2026-06-20 05:02:15,RETURNED
337,413.0,2025-08-16 14:23:39,SHIPPED
338,439.0,2025-01-14 06:54:55,CANCELLED
339,449.0,2024-10-19 00:23:39,SHIPPED
340,395.0,2024-11-02 10:35:14,PLACED
341,56.0,2024-07-31 07:58:43,RETURNED
342,178.0,2026-04-01 11:18:59,CANCELLED
343,83.0,2025-12-15 23:35:05,SHIPPED
344,151.0,2026-02-14 04:49:04,CANCELLED
345,220.0,2024-09-24 01:47:04,CANCELLED
346,160.0,2024-10-22 03:51:13,RETURNED
347,35.0,2026-03-17 15:30:23,SHIPPED
348,144.0,2025-04-18 11:44:23,DELIVERED
349,467.0,2025-05-13 23:37:52,DELIVERED
350,274.0,2026-01-26 21:53:26,PLACED
351,4.0,2026-03-15 14:08:47,PLACED
352,56.0,2026-01-24 12:13:07,CANCELLED
353,247.0,2026-05-10 19:38:20,SHIPPED
354,101.0,2024-08-20 16:36:37,RETURNED
355,452.0,2025-09-08 03:38:16,PLACED
356,477.0,2024-12-02 21:20:41,CANCELLED
357,406.0,2024-11-21 02:28:42,CANCELLED
358,39.0,2024-08-07 18:32:21,SHIPPED
359,28.0,2026-05-26 15:47:52,CANCELLED
360,176.0,2024-08-13 01:27:32,RETURNED
361,374.0,2025-01-31 14:19:33,PLACED
362,237.0,2026-02-20 14:34:04,SHIPPED
363,189.0,2025-09-12 23:47:00,SHIPPED
364,159.0,2025-07-24 07:09:48,SHIPPED
365,258.0,2025-10-23 16:01:48,DELIVERED
366,,2026-03-31 07:34:46,DELIVERED
367,157.0,2026-07-09 10:20:19,CANCELLED
368,174.0,2025-12-24 08:47:52,PLACED
369,58.0,2026-05-27 18:54:04,CANCELLED
370,147.0,2025-07-06 04:00:38,CANCELLED
371,350.0,2025-08-16 08:24:43,PLACED
372,231.0,2025-08-04 13:44:52,SHIPPED
373,125.0,2025-08-06 11:30:23,SHIPPED
374,251.0,2026-05-11 07:39:36,RETURNED
375,276.0,2025-09-24 10:01:18,PLACED
376,460.0,2025-06-15 00:22:05,RETURNED
377,32.0,2025-04-06 20:13:29,CANCELLED
378,493.0,22-12-2025,DELIVERED
379,366.0,20-12-2024,RETURNED
380,406.0,2025-12-30 00:58:27,RETURNED
381,258.0,2026-02-04 06:48:28,SHIPPED
382,170.0,2026-01-21 08:26:40,PLACED
383,19.0,2026-01-08 01:50:03,PLACED
384,264.0,2026-05-22 21:16:19,CANCELLED
385,243.0,2025-04-24 14:44:17,PLACED
386,432.0,2025-12-09 20:49:35,DELIVERED
387,131.0,2025-08-13 00:27:03,DELIVERED
388,134.0,2025-04-13 02:18:46,RETURNED
389,108.0,2024-11-29 22:48:04,PLACED
390,244.0,2025-01-09 10:45:16,RETURNED
391,,2025-11-16 15:03:46,DELIVERED
392,124.0,2025-08-29 01:29:18,RETURNED
393,234.0,2025-05-11 19:41:52,DELIVERED
394,448.0,2026-06-27 10:48:32,RETURNED
395,291.0,2024-08-25 19:27:51,RETURNED
396,264.0,2026-03-21 21:15:32,RETURNED
397,32.0,2026-04-21 07:17:56,CANCELLED
398,297.0,2026-06-26 02:05:25,PLACED
399,141.0,2026-02-12 12:53:08,DELIVERED
400,193.0,2026-03-15 09:29:30,RETURNED
401,277.0,2026-04-02 11:21:38,DELIVERED
402,90.0,2026-02-26 11:43:07,RETURNED
403,333.0,2024-08-09 22:22:30,RETURNED
404,121.0,2024-12-13 10:01:24,SHIPPED
405,500.0,2024-07-22 23:44:43,RETURNED
406,,2025-02-10 13:16:56,SHIPPED
407,484.0,2025-03-01 04:10:40,SHIPPED
408,265.0,2025-01-09 01:16:30,RETURNED
409,286.0,2026-06-26 02:02:20,PLACED
410,23.0,06-05-2025,SHIPPED
411,90.0,22-11-2025,RETURNED
412,198.0,2024-09-11 05:20:05,PLACED
413,,2026-04-03 07:09:37,RETURNED
414,344.0,2025-09-27 07:49:34,CANCELLED
415,367.0,04-05-2026,PLACED
416,419.0,2026-03-18 10:25:42,PLACED
417,148.0,2025-09-28 05:56:33,RETURNED
418,149.0,2025-03-15 15:28:39,PLACED
419,302.0,02-10-2024,CANCELLED
420,142.0,2025-07-01 23:35:06,RETURNED
421,329.0,2024-08-30 02:30:10,CANCELLED
422,444.0,2025-04-04 23:00:39,PLACED
423,,2026-04-19 05:31:10,PLACED
424,235.0,2026-05-17 16:33:36,SHIPPED
425,2.0,2024-11-13 03:11:19,DELIVERED
426,488.0,2024-12-19 16:12:07,PLACED
427,,2026-05-17 19:56:29,CANCELLED
428,222.0,2026-01-25 22:40:35,CANCELLED
429,138.0,25-09-2025,CANCELLED
430,470.0,2026-06-07 10:33:16,PLACED
431,361.0,2026-06-30 17:45:02,SHIPPED
432,,2026-05-14 09:39:22,DELIVERED
433,52.0,2024-09-20 04:49:01,RETURNED
434,138.0,2024-07-27 06:20:21,RETURNED
435,,2026-03-06 13:08:38,SHIPPED
436,221.0,2024-11-02 10:08:10,RETURNED
437,73.0,2025-11-20 21:18:07,RETURNED
438,319.0,2025-09-30 20:07:56,CANCELLED
439,,2024-11-16 14:36:53,CANCELLED
440,286.0,2026-03-06 18:16:59,RETURNED
441,61.0,2026-06-29 10:30:58,CANCELLED
442,401.0,2026-01-27 08:23:59,DELIVERED
443,412.0,2025-10-08 08:47:13,CANCELLED
444,433.0,2026-02-11 12:07:10,CANCELLED
445,12.0,2025-04-06 00:21:53,PLACED
446,483.0,2025-12-07 06:34:23,DELIVERED
447,233.0,2024-07-28 04:30:38,RETURNED
448,287.0,2024-09-19 08:25:12,PLACED
449,155.0,2025-03-01 16:59:13,PLACED
450,390.0,2024-12-10 23:11:48,DELIVERED
451,479.0,2025-07-15 18:32:35,CANCELLED
452,185.0,2025-02-09 19:38:51,PLACED
453,236.0,2025-11-29 07:25:51,PLACED
454,344.0,2026-05-14 14:35:10,CANCELLED
455,309.0,2026-01-31 08:30:04,RETURNED
456,345.0,2025-08-10 17:23:32,SHIPPED
457,144.0,2024-12-06 07:34:06,CANCELLED
458,482.0,2024-08-22 13:18:46,SHIPPED
459,73.0,2025-10-27 22:33:41,RETURNED
460,301.0,2026-04-09 23:02:12,DELIVERED
461,370.0,2024-12-09 00:27:54,SHIPPED
462,54.0,2026-06-17 15:01:50,DELIVERED
463,191.0,2024-07-13 08:08:06,DELIVERED
464,223.0,2025-09-30 08:12:56,RETURNED
465,73.0,2025-05-28 07:36:53,CANCELLED
466,,2025-07-09 15:47:45,PLACED
467,33.0,2024-09-11 17:13:37,DELIVERED
468,210.0,2024-12-19 23:01:08,SHIPPED
469,109.0,2025-12-24 22:56:47,CANCELLED
470,91.0,2025-10-13 11:55:17,RETURNED
471,168.0,2025-08-01 18:43:24,DELIVERED
472,3.0,2024-09-19 16:53:10,RETURNED
473,94.0,2025-10-25 07:29:53,CANCELLED
474,124.0,2024-10-06 23:29:13,PLACED
475,200.0,2024-10-30 06:59:12,DELIVERED
476,4.0,2025-05-14 12:27:11,DELIVERED
477,483.0,2024-08-16 03:06:29,PLACED
478,47.0,2025-11-13 09:57:14,PLACED
479,313.0,2024-11-03 18:07:52,PLACED
480,418.0,2026-01-28 21:28:11,CANCELLED
481,42.0,04-11-2024,DELIVERED
482,117.0,2024-10-07 06:44:49,CANCELLED
483,28.0,2024-12-17 11:53:54,PLACED
484,17.0,2024-11-08 18:47:36,RETURNED
485,161.0,09-10-2024,CANCELLED
486,132.0,2026-05-13 17:35:41,PLACED
487,450.0,2025-12-24 23:10:40,RETURNED
488,365.0,2026-06-27 04:56:08,SHIPPED
489,409.0,2026-01-04 12:59:58,RETURNED
490,285.0,2025-07-02 02:00:29,CANCELLED
491,177.0,2025-05-24 01:35:33,CANCELLED
492,393.0,2025-07-06 21:44:05,PLACED
493,492.0,2026-02-14 03:09:23,SHIPPED
494,243.0,2025-12-04 07:15:34,RETURNED
495,43.0,2024-10-25 23:32:45,PLACED
496,19.0,20-08-2024,DELIVERED
497,397.0,2024-10-06 23:24:29,SHIPPED
498,351.0,2025-10-23 02:11:09,DELIVERED
499,110.0,2026-02-28 16:04:03,DELIVERED
500,225.0,2026-02-08 23:24:02,SHIPPED
501,173.0,2025-12-14 14:20:55,RETURNED
502,31.0,2024-09-16 20:03:02,RETURNED
503,,2024-10-07 13:43:28,SHIPPED
504,302.0,2024-10-05 01:37:08,DELIVERED
505,457.0,2025-05-02 16:24:23,SHIPPED
506,281.0,2025-05-18 07:21:46,SHIPPED
507,196.0,2024-09-28 16:41:03,DELIVERED
508,208.0,2024-10-18 02:39:40,DELIVERED
509,172.0,2026-06-18 21:25:53,DELIVERED
510,361.0,2024-11-26 21:10:56,RETURNED
511,172.0,2024-08-11 00:43:17,CANCELLED
512,82.0,2024-10-11 11:21:28,PLACED
513,,2025-11-01 03:44:33,DELIVERED
514,,2026-01-21 01:28:36,DELIVERED
515,,2024-08-03 07:32:33,PLACED
516,456.0,2025-06-21 07:45:20,PLACED
517,237.0,2024-10-23 03:32:13,PLACED
518,308.0,22-01-2026,DELIVERED
519,413.0,2025-04-01 21:24:18,CANCELLED
520,28.0,2025-12-05 11:52:17,PLACED
521,208.0,2026-02-06 07:14:53,SHIPPED
522,162.0,2026-06-28 09:42:06,PLACED
523,350.0,24-08-2025,PLACED
524,342.0,2026-02-19 19:05:30,DELIVERED
525,402.0,2025-06-14 10:42:15,PLACED
526,6.0,2026-07-03 17:48:02,PLACED
527,41.0,2025-01-18 16:10:35,SHIPPED
528,465.0,2024-12-10 06:38:24,RETURNED
529,133.0,2026-06-28 08:48:47,DELIVERED
530,17.0,05-11-2025,CANCELLED
531,52.0,2026-02-09 13:25:09,SHIPPED
532,238.0,27-01-2026,DELIVERED
533,363.0,2024-12-22 19:28:20,PLACED
534,468.0,2024-08-07 06:43:09,PLACED
535,,2025-02-22 13:53:18,RETURNED
536,111.0,2025-09-26 17:14:51,PLACED
537,105.0,2024-12-05 23:59:12,PLACED
538,143.0,2025-06-09 15:20:38,SHIPPED
539,,2025-04-30 21:33:36,DELIVERED
540,33.0,2025-03-28 12:32:00,RETURNED
541,466.0,2024-12-18 09:27:11,DELIVERED
542,451.0,2025-08-29 23:05:30,RETURNED
543,184.0,2024-07-19 22:31:23,DELIVERED
544,352.0,2025-12-04 10:08:16,DELIVERED
545,199.0,2024-11-25 10:20:10,CANCELLED
546,292.0,28-06-2025,PLACED
547,204.0,2025-11-26 21:07:02,RETURNED
548,31.0,2026-05-21 14:38:54,CANCELLED
549,245.0,2025-12-08 03:44:20,SHIPPED
550,246.0,2026-03-31 15:31:40,SHIPPED
551,367.0,2025-02-28 16:16:40,SHIPPED
552,292.0,2026-03-04 18:20:31,DELIVERED
553,442.0,18-08-2025,CANCELLED
554,235.0,2024-09-28 00:21:18,SHIPPED
555,172.0,2024-11-02 17:53:54,DELIVERED
556,,2026-02-23 05:15:52,CANCELLED
557,161.0,2026-03-11 06:02:22,SHIPPED
558,147.0,2025-02-13 14:15:34,SHIPPED
559,299.0,2024-11-23 07:59:41,RETURNED
560,360.0,2024-09-25 13:14:43,SHIPPED
561,158.0,2024-09-17 12:09:15,PLACED
562,378.0,2025-02-15 11:06:01,CANCELLED
563,430.0,2024-07-27 03:53:40,PLACED
564,327.0,2026-03-15 00:11:19,CANCELLED
