order_item_id,order_id,product_id,quantity,discount_percent
154,127,233,-3,25
155,992,218,5,71
156,808,55,4,34
157,785,425,1,25
158,214,303,5,97
159,67,260,4,26
160,454,334,3,65
161,240,110,4,36
162,461,8,3,12
163,9,310,1,79
164,965,488,3,24
165,653,448,4,2
166,131,203,2,44
167,171,497,1,33
168,868,88,2,10
169,742,335,3,57
170,8,138,-3,8
171,725,354,4,88
172,722,140,1,72
173,278,191,2,70
174,61,319,4,91
175,102,489,2,18
176,558,488,4,3
177,754,286,4,19
178,262,444,5,52
179,182,192,1,63
180,813,74,-2,37
181,853,456,2,22
182,111,274,5,6
183,313,196,5,55
184,391,111,-1,60
185,560,205,4,88
186,58,479,2,99
187,609,172,2,50
188,425,370,2,8
189,202,210,5,74
190,348,239,4,77
191,62,50,4,31
192,979,409,-5,1
193,473,111,5,59
194,771,399,1,83
195,165,48,1,26
196,390,290,1,95
197,906,39,4,63
198,123,13,3,40
199,727,397,3,95
200,115,254,1,72
201,828,494,1,60
202,466,132,3,31
203,149,423,2,97
204,878,403,2,23
205,96,332,4,1
206,186,110,5,34
207,146,489,1,74
208,760,422,4,60
209,385,316,1,26
210,431,329,3,40
211,946,67,4,52
212,477,309,3,92
213,994,497,2,34
214,848,355,3,74
215,115,196,1,16
216,589,342,1,40
217,550,298,1,21
218,554,451,4,96
219,751,311,5,52
220,570,220,5,86
221,220,238,4,7
222,513,270,3,39
223,25,262,2,56
224,571,500,1,72
225,34,252,3,79
226,134,44,4,38
227,414,293,5,98
228,998,104,4,77
229,641,66,2,100
230,236,143,5,34
231,277,230,1,64
232,230,294,5,52
233,443,96,2,91
234,173,34,2,25
235,504,352,2,1
236,337,1,2,97
237,63,11,1,70
238,255,407,3,95
239,413,233,2,75
240,5,2,5,66
241,797,291,1,15
242,416,409,1,2
243,877,436,1,49
244,760,322,2,30
245,507,104,4,94
246,690,273,5,93
247,734,317,-1,49
248,815,376,3,38
249,863,487,1,70
250,265,199,2,5
251,944,306,5,65
252,225,128,4,15
253,741,428,2,57
254,99,268,1,40
255,619,285,3,88
256,514,73,5,39
257,19,97,-3,85
258,372,105,3,97
259,423,211,1,57
260,967,295,5,76
261,596,456,3,51
262,152,367,1,12
263,142,137,1,17
264,553,467,1,88
265,943,71,2,65
266,945,393,3,0
267,913,201,2,4
268,513,455,1,63
269,333,464,2,59
270,935,184,2,52
271,974,477,2,44
272,18,5,3,11
273,97,396,5,17
274,340,55,5,14
275,961,36,2,100
276,336,178,5,2
277,888,457,4,14
278,63,238,5,22
279,271,219,4,3
280,131,288,2,66
281,89,16,1,92
282,930,90,2,16
283,948,322,4,8
284,129,16,3,68
285,12,255,4,55
286,230,490,3,39
287,48,497,3,83
288,148,226,4,28
289,308,197,1,13
290,341,122,1,46
291,762,409,2,93
292,866,77,3,30
293,985,216,1,62
294,548,87,2,40
295,768,348,2,58
296,188,202,4,0
297,868,215,4,44
298,802,205,2,16
299,79,490,5,56
300,419,437,5,56
301,865,139,5,37
302,850,42,2,74
303,213,186,1,4
304,956,56,5,38
305,495,155,2,16
306,885,140,2,39
307,744,215,4,70
308,114,78,1,43
309,444,432,3,77
310,365,84,3,32
311,177,9,4,84
312,821,145,1,98
313,687,364,5,63
314,560,282,1,67
315,256,2,4,29
316,346,347,5,100
317,896,443,5,22
318,541,265,3,75
319,550,12,4,51
320,793,10,3,12
321,45,94,1,20
322,380,160,2,84
323,85,411,2,31
324,122,363,4,6
325,762,487,-5,54
326,969,123,4,18
327,748,329,5,49
328,60,104,2,7
329,207,54,5,57
330,607,319,5,6
331,827,142,1,1
332,942,480,4,14
333,769,354,4,95
334,843,239,5,53
335,768,54,4,19
336,963,182,5,96
337,740,260,3,12
338,292,433,4,67
339,374,472,1,80
340,211,491,4,43
341,543,85,1,2
342,171,286,5,86
343,455,268,1,60
344,480,307,1,91
345,115,485,4,13
346,566,354,5,14
347,482,500,2,16
348,694,306,5,81
349,258,247,4,99
350,203,249,3,29
351,900,215,5,13
352,8,94,-3,70
353,741,367,5,46
354,477,444,-5,4
355,667,132,3,24
356,139,110,4,23
357,845,63,4,74
358,394,309,4,70
359,467,133,4,85
360,399,411,4,87
361,68,224,5,88
362,592,436,3,89
363,899,483,2,11
364,754,60,4,38
365,398,38,1,61
366,223,102,3,5
367,978,417,5,98
368,801,81,3,27
369,712,58,5,68
370,592,71,3,69
371,516,34,-2,3
372,935,55,4,76
373,77,417,1,40
374,48,76,1,47
375,387,244,3,97
376,564,199,3,51
377,251,119,5,42
378,564,47,1,0
379,840,61,3,63
380,788,80,4,64
381,600,404,4,15
382,253,283,3,41
383,937,443,1,17
384,79,464,4,63
385,101,69,2,75
386,577,255,5,12
387,266,80,4,81
388,688,416,5,59
389,752,197,1,19
390,300,223,3,98
391,792,237,4,18
392,67,227,1,3
393,63,424,5,59
394,394,413,3,96
395,545,329,2,61
396,63,111,1,62
397,234,272,1,99
398,453,152,1,38
399,333,362,4,85
400,52,83,5,22
401,790,385,4,87
402,152,458,4,23
403,854,154,1,57
404,257,70,1,57
405,387,350,2,18
406,70,441,2,43
407,562,496,4,60
408,142,184,5,16
409,542,221,5,60
410,417,459,1,33
411,959,268,4,75
412,181,30,3,99
413,241,133,1,44
414,704,269,5,98
415,205,296,4,95
416,927,168,5,57
417,264,398,1,40
418,672,378,3,52
419,755,243,5,76
420,512,364,3,44
421,447,436,1,75
422,29,124,5,33
423,186,245,2,51
424,134,234,2,23
425,181,90,2,61
426,780,39,4,47
427,502,219,5,15
428,110,217,2,7
429,162,316,5,47
430,275,429,5,51
431,239,17,3,22
432,856,218,5,1
433,878,413,-2,23
434,185,383,4,72
435,15,49,3,23
436,276,254,1,7
437,26,445,1,57
438,909,389,1,27
439,83,205,2,57
440,41,455,-3,87
441,34,150,5,25
442,424,428,4,23
443,287,193,5,28
444,884,414,4,20
445,802,228,4,30
446,6,277,2,72
447,408,388,3,33
448,903,180,5,93
449,564,167,1,89
450,756,310,2,16
451,162,389,4,23
452,90,82,5,15
453,228,179,1,38
454,577,419,4,7
455,441,368,4,57
456,340,422,2,58
457,567,330,3,45
458,603,251,3,79
459,601,192,1,57
460,518,440,5,55
461,3,215,4,46
462,867,446,1,21
463,11,341,1,72
464,865,88,5,5
465,791,40,3,99
466,307,452,2,79
467,266,278,5,4
468,178,461,2,44
469,254,106,2,0
470,251,184,1,5
471,384,464,3,44
472,61,59,5,93
473,346,146,3,91
474,35,116,4,74
475,568,414,5,36
476,214,320,2,96
477,198,449,2,37
478,404,471,2,75
479,8,416,5,3
480,765,380,5,82
481,130,426,3,96
482,166,451,5,7
483,342,385,5,50
484,896,314,5,78
485,58,61,2,31
486,412,102,1,61
487,603,191,3,20
488,16,197,2,76
489,275,329,1,72
490,459,176,5,12
491,186,203,4,9
492,103,247,3,29
493,132,484,4,35
494,155,342,5,80
495,258,197,1,18
496,912,318,4,15
497,785,118,1,0
498,163,338,5,34
499,141,139,1,24
500,109,33,3,88
501,340,182,1,40
502,215,369,2,12
503,108,154,2,85
504,530,436,4,62
505,473,327,2,33
506,998,65,3,88
507,881,68,2,11
508,242,363,3,80
509,330,359,5,14
510,754,475,1,38
511,495,253,1,55
512,392,425,5,25
513,902,121,2,75
514,572,221,3,12
515,633,483,1,21
516,734,278,3,55
517,905,267,3,81
518,804,184,5,67
519,757,278,2,99
520,448,364,4,17
521,177,10,5,34
522,129,338,5,99
523,313,474,2,99
524,327,378,3,10
525,402,87,5,20
526,891,180,1,96
527,188,181,4,21
528,308,229,2,70
529,604,390,3,23
530,93,436,2,20
531,281,45,3,72
532,609,6,1,77
533,428,202,2,88
534,138,210,4,0
535,851,457,3,6
536,370,221,2,23
537,857,146,1,2
538,630,39,1,94
539,589,113,2,47
540,552,318,2,17
541,857,238,1,11
542,228,196,1,88
543,989,11,5,18
544,675,20,3,51
545,114,473,4,7
546,447,446,2,50
547,726,270,-3,1
548,334,117,4,22
549,434,47,4,54
550,878,115,1,26
551,908,102,-4,14
552,960,406,5,33
553,96,495,4,38
554,205,367,1,49
555,922,419,3,14
556,202,236,2,59
557,917,199,5,46
558,431,458,1,54
559,214,405,3,77
560,639,500,1,35
561,829,36,4,41
562,103,262,-5,56
563,89,428,4,79
564,194,89,3,89
565,904,87,3,71
566,316,137,3,9
567,173,113,3,44
568,344,408,2,64
569,587,131,4,72
570,12,85,3,37
571,379,382,2,48
572,141,215,5,72
573,705,240,2,25
574,752,362,3,8
575,981,2,5,43
576,896,173,3,61
577,275,90,1,50
578,241,165,-5,77
579,818,17,5,99
580,547,40,3,86
581,313,251,4,94
582,228,234,5,66
583,218,235,1,50
584,85,278,4,83
585,360,450,4,32
586,870,240,2,86
587,774,120,4,70
588,923,494,1,47
589,904,356,1,66
590,530,383,5,73
591,62,77,4,60
592,171,296,1,1
593,316,172,1,89
594,862,429,-5,49
595,1000,121,3,52
596,439,18,3,4
597,254,228,3,54
598,252,109,1,50
599,451,341,2,2
600,483,359,1,70
601,188,377,2,53
602,879,244,5,82
603,84,315,1,98
604,521,332,5,55
605,515,390,3,86
606,847,24,4,60
607,587,213,2,38
608,174,357,5,88
609,869,258,-4,51
610,865,162,3,2
611,653,155,5,17
612,121,356,4,7
613,878,288,4,97
614,80,280,4,87
615,31,209,4,26
616,63,391,1,51
617,592,477,1,60
618,830,298,5,22
619,522,430,5,10
620,581,418,5,20
621,576,79,4,89
622,905,394,2,98
623,475,47,4,94
624,7,274,4,39
625,176,208,5,37
626,212,368,5,68
627,681,121,1,86
628,981,168,3,87
629,616,355,1,14
630,794,290,5,53
631,390,307,2,8
632,840,276,-4,24
633,265,311,5,20
634,279,119,5,65
635,285,338,2,6
636,802,447,1,59
637,115,213,4,64
638,6,198,4,82
639,228,348,1,43
640,541,297,1,13
641,872,130,5,92
642,923,436,5,11
643,205,482,4,99
644,488,28,5,19
645,306,22,4,6
646,526,323,5,4
647,920,444,1,58
648,154,271,2,76
649,564,90,3,38
650,335,386,1,84
651,469,76,5,64
652,990,174,5,23
653,479,324,3,11
654,553,2,4,75
655,737,308,4,14
656,484,208,-4,16
657,34,272,2,2
658,123,234,1,81
659,180,473,4,24
660,904,136,3,34
661,823,305,4,80
662,658,130,3,66
663,897,249,1,10
664,754,383,3,84
665,147,153,2,84
666,221,209,5,2
667,962,475,2,28
668,255,5,2,70
669,584,232,4,90
670,625,193,4,0
671,773,151,2,48
672,865,392,3,5
673,228,358,4,32
674,82,359,5,56
675,798,483,-3,86
676,249,448,4,89
677,899,461,5,69
678,361,448,5,57
679,255,266,3,35
680,410,211,2,25
681,237,220,1,48
682,475,310,5,67
683,600,38,2,47
684,581,419,4,85
685,139,384,1,32
686,538,199,2,21
687,578,318,2,1
688,408,38,4,72
689,182,97,3,48
690,605,466,5,84
691,603,469,5,93
692,221,165,5,94
693,996,205,5,65
694,508,231,5,23
695,800,223,1,38
696,261,269,2,6
697,888,414,3,77
698,98,168,2,77
699,195,500,5,10
700,130,207,-1,3
701,69,149,3,6
702,675,358,4,51
703,632,371,1,39
704,678,117,1,36
705,578,37,2,38
706,210,265,5,63
707,923,326,5,60
708,606,314,5,55
709,853,344,4,38
710,805,342,2,37
711,338,318,2,7
712,240,173,2,3
713,497,219,4,77
714,105,319,3,71
715,411,65,5,99
716,997,419,1,83
717,379,206,5,16
718,88,243,3,31
719,3,230,5,52
720,959,270,4,73
721,492,79,3,0
722,815,481,3,62
723,728,84,3,28
724,673,100,4,84
725,871,208,1,1
726,502,254,2,82
727,509,497,3,7
728,89,388,5,97
729,990,24,2,88
730,637,382,5,76
731,605,102,5,61
732,471,21,2,38
733,830,151,3,35
734,294,282,5,0
735,506,221,1,56
736,548,213,2,99
737,68,473,1,88
738,424,165,1,99
739,74,403,4,80
740,941,353,5,99
741,92,248,2,84
742,552,304,3,10
743,393,99,3,4
744,76,286,-3,65
745,355,279,1,93
746,98,165,4,33
747,820,318,4,85
748,617,342,1,50
749,504,421,4,0
750,12,301,2,1
751,327,458,3,15
752,19,390,2,77
753,729,280,2,22
754,553,13,2,75
755,788,83,1,30
756,938,421,5,70
757,972,143,1,84
758,554,7,2,50
759,623,358,3,11
760,392,145,4,90
761,888,105,2,43
762,136,103,1,24
763,480,154,3,2
764,520,461,1,97
765,443,250,1,64
766,620,286,4,5
767,43,348,1,76
768,95,277,3,28
769,205,349,2,49
770,99,172,5,35
771,575,25,3,20
772,247,96,1,14
773,413,17,3,58
774,689,82,2,2
775,616,464,-4,86
776,489,488,3,46
777,304,246,1,68
778,696,396,2,81
779,82,228,1,37
780,76,422,5,73
781,250,296,3,53
782,498,412,4,52
783,418,93,2,41
784,591,193,1,46
785,14,71,4,9
786,309,9,2,47
787,569,465,4,0
788,398,265,4,6
789,833,27,4,30
790,406,123,4,1
791,133,375,5,82
792,649,220,3,1
793,602,62,1,27
794,607,61,2,7
795,243,328,1,18
796,24,312,3,43
797,205,393,4,96
798,479,357,5,46
799,115,295,2,50
800,639,367,5,55
801,884,496,4,44
802,971,253,3,84
803,831,140,5,17
804,293,383,5,77
805,293,474,3,28
806,128,286,1,80
807,736,281,5,49
808,359,272,2,36
809,866,145,3,50
810,161,444,2,76
811,380,77,1,63
812,54,162,-4,48
813,993,416,4,13
814,861,72,3,69
815,459,6,3,57
816,158,388,-4,51
817,202,181,1,46
818,28,37,3,25
819,70,226,2,86
820,974,47,4,63
821,324,217,1,44
822,586,32,3,16
823,310,39,2,31
824,315,227,5,33
825,385,496,3,93
826,219,50,3,88
827,940,240,5,6
828,472,64,5,94
829,659,478,5,81
830,408,223,3,91
831,220,220,3,49
832,568,121,2,41
833,507,136,5,58
834,978,4,3,87
835,791,96,2,95
836,868,243,1,69
837,877,4,1,72
838,27,309,3,55
839,223,98,2,88
840,716,246,2,100
841,216,290,4,37
842,191,445,5,17
843,782,84,4,58
844,881,304,2,33
845,485,471,2,79
846,164,115,5,43
847,48,70,2,87
848,590,49,3,88
849,67,217,5,24
850,818,90,5,35
851,218,493,3,63
852,620,303,5,19
853,10,410,4,42
854,883,44,3,34
855,130,460,4,7
856,454,166,4,72
857,638,36,2,70
858,128,16,1,91
859,808,146,2,27
860,189,397,4,80
861,155,468,2,63
862,479,112,2,9
863,744,260,1,50
864,306,374,4,3
865,454,2,2,71
866,244,194,1,42
867,174,320,5,38
868,295,44,1,81
869,726,153,1,16
870,277,10,4,60
871,376,260,2,54
872,142,191,5,0
873,441,426,2,1
874,251,362,4,24
875,679,183,4,33
876,747,37,3,73
877,323,305,4,82
878,107,268,2,75
879,585,348,4,95
880,555,363,3,76
881,264,307,5,54
882,758,318,-3,40
883,289,306,2,18
884,794,447,4,37
885,135,382,2,75
886,391,52,2,12
887,562,300,5,83
888,888,467,1,42
889,576,478,3,29
890,5,359,1,23
891,448,380,2,17
892,837,303,5,90
893,962,255,3,22
894,952,327,2,43
895,473,383,5,89
896,868,263,5,67
897,989,66,2,57
898,560,333,4,7
899,560,498,3,8
900,51,197,1,93
901,741,131,5,82
902,314,240,5,76
903,891,496,-3,50
904,696,167,5,54
905,639,138,5,99
906,198,453,5,30
907,877,318,4,19
908,824,62,1,69
909,902,73,4,10
910,136,4,1,53
911,923,164,4,87
912,974,143,3,63
913,536,485,4,41
914,777,184,4,45
915,990,89,3,60
916,6,4,1,49
917,346,267,4,67
918,299,350,1,45
919,392,181,3,41
920,180,457,3,38
921,789,263,5,78
922,304,3,2,25
923,417,468,-5,54
924,795,120,3,60
925,748,33,4,2
926,419,100,1,79
927,960,138,2,27
928,422,32,2,5
929,341,375,1,69
930,548,115,1,77
931,285,383,1,27
932,593,7,5,98
933,68,422,5,60
934,889,433,5,62
935,280,173,2,71
936,215,186,4,78
937,14,153,3,5
938,363,386,4,96
939,307,261,1,73
940,656,328,2,73
941,20,455,3,74
942,780,281,1,17
943,443,1,2,91
944,277,76,1,29
945,363,467,5,76
946,144,171,5,35
947,892,9,4,24
948,158,21,2,12
949,451,341,4,60
950,448,236,3,78
951,972,59,3,8
952,436,378,3,87
953,163,104,1,64
954,742,67,5,40
955,533,448,4,89
956,961,142,1,73
957,251,332,2,21
958,440,16,3,92
959,734,319,3,21
960,859,247,3,66
961,870,228,-2,89
962,413,94,5,27
963,658,469,1,47
964,832,272,1,59
965,154,151,2,48
966,842,175,5,39
967,562,304,1,53
968,242,69,4,92
969,670,243,1,57
970,969,297,1,19
971,234,242,5,7
972,833,408,4,40
973,894,410,5,80
974,57,344,5,35
975,458,298,3,90
976,643,406,4,53
977,322,104,5,67
978,839,450,5,69
979,41,432,4,95
980,527,34,3,74
981,506,309,1,71
982,379,262,5,97
983,400,86,4,70
984,270,282,5,56
985,538,12,2,2
986,409,41,2,30
987,698,56,2,14
988,806,342,5,3
989,342,378,1,70
990,560,52,2,72
991,553,268,4,83
992,101,262,2,3
993,501,4,4,49
994,871,495,5,4
995,49,233,5,16
996,799,76,5,71
997,567,311,2,28
998,724,262,4,84
999,924,233,1,31
1000,46,216,4,41
1001,629,212,5,100
1002,231,499,2,43
1003,457,7,4,56
1004,104,393,2,84
1005,224,52,3,42
1006,44,349,3,56
1007,34,184,2,82
1008,490,317,5,86
1009,228,265,3,90
1010,270,23,3,47
1011,551,108,1,9
1012,316,455,4,6
1013,719,53,2,29
1014,813,166,1,25
1015,455,59,3,80
1016,839,479,5,77
1017,39,299,4,57
1018,551,28,2,29
1019,310,412,3,45
1020,299,135,4,60
1021,301,13,2,98
1022,877,219,3,2
1023,224,481,2,78
1024,224,389,4,64
1025,890,61,3,74
1026,375,232,2,76
1027,686,76,4,29
1028,403,493,5,99
1029,728,20,2,72
1030,340,287,3,90
1031,658,84,2,29
1032,93,193,3,8
1033,642,379,3,68
1034,444,409,4,3
1035,933,107,3,37
1036,867,242,3,49
1037,126,177,5,45
1038,666,43,4,34
1039,946,476,5,14
1040,453,2,3,1
1041,920,85,1,65
1042,415,290,5,9
1043,966,147,1,29
1044,308,429,3,85
1045,716,456,1,90
1046,837,288,2,88
1047,461,148,1,94
1048,606,415,2,68
1049,681,327,2,25
1050,30,416,2,54
1051,650,179,1,73
1052,600,197,2,14
1053,194,213,4,57
1054,615,383,4,53
1055,976,40,1,17
1056,765,202,2,35
1057,973,472,1,17
1058,859,66,2,87
1059,226,138,5,75
1060,75,461,2,92
1061,434,284,2,53
1062,633,380,1,12
1063,464,315,1,41
1064,312,142,4,15
1065,28,316,2,27
1066,879,180,1,58
1067,405,465,3,55
1068,144,445,4,6
1069,393,127,4,96
1070,224,35,5,74
1071,366,377,4,78
1072,365,299,2,81
1073,702,225,4,33
1074,306,312,1,3
1075,879,496,-5,41
1076,184,381,3,43
1077,740,107,3,99
1078,700,131,5,51
1079,185,274,5,29
1080,308,241,2,29
1081,948,185,3,48
1082,713,43,3,87
1083,595,425,2,19
1084,118,134,5,58
1085,478,302,3,27
1086,896,353,-1,37
1087,330,147,2,56
1088,446,218,1,65
1089,716,271,3,64
1090,103,371,5,61
1091,88,160,2,74
1092,95,481,1,32
1093,493,274,4,21
1094,968,410,1,62
1095,80,281,4,12
1096,688,208,5,40
1097,132,170,4,6
1098,562,334,1,18
1099,842,297,2,31
1100,739,37,3,33
1101,761,101,1,51
1102,190,100,1,23
1103,443,448,3,82
1104,344,466,1,86
1105,851,71,2,36
1106,99,149,2,3
1107,492,19,1,40
1108,328,379,5,72
1109,98,441,4,54
1110,211,435,5,18
1111,874,70,3,4
1112,328,119,5,16
1113,181,25,3,48
1114,29,49,5,96
1115,78,59,2,32
1116,215,115,5,12
1117,658,90,3,23
1118,979,499,1,27
1119,751,307,3,42
1120,422,348,3,42
1121,312,96,5,51
1122,824,153,5,56
1123,6,89,3,74
1124,440,99,3,22
1125,748,415,5,45
1126,769,233,4,80
1127,841,125,3,84
1128,653,321,3,22
1129,851,119,3,51
1130,95,172,2,49
1131,414,190,3,72
1132,274,250,4,20
1133,253,447,5,7
1134,427,214,3,13
1135,802,190,2,31
1136,596,358,3,20
1137,453,399,3,97
1138,737,163,2,43
1139,595,358,4,16
1140,902,393,5,70
1141,766,128,2,37
1142,933,363,4,63
1143,155,153,1,43
1144,161,329,4,82
1145,429,487,2,95
1146,954,115,3,34
1147,676,147,4,70
1148,768,220,2,85
1149,423,402,1,50
1150,151,152,5,60
1151,243,316,5,96
1152,560,404,1,53
1153,882,115,5,10
1154,919,401,5,83
1155,473,46,-1,31
1156,826,107,4,16
1157,483,354,2,99
1158,5,483,1,35
1159,434,418,4,70
1160,20,285,2,49
1161,588,107,1,16
1162,293,204,2,75
1163,802,396,4,50
1164,658,143,2,95
1165,852,325,2,49
1166,304,177,4,26
1167,196,307,1,58
1168,954,300,5,80
1169,12,111,4,73
1170,867,341,1,85
1171,658,212,4,91
1172,472,46,5,52
1173,689,14,4,87
1174,230,112,3,28
1175,34,54,4,13
1176,805,396,5,3
1177,795,368,2,72
1178,749,300,1,97
1179,200,116,2,34
1180,221,244,4,61
1181,211,490,3,68
1182,289,24,5,69
1183,272,46,1,9
1184,506,308,2,4
1185,258,466,5,11
1186,11,500,3,74
1187,605,340,-1,98
1188,869,160,2,4
1189,576,426,4,53
1190,414,469,5,4
1191,75,449,5,77
1192,299,74,1,98
1193,514,459,3,38
1194,910,80,1,26
1195,77,218,1,89
1196,688,50,4,75
1197,943,279,4,7
1198,807,247,1,89
1199,810,254,1,26
1200,802,362,1,74
1201,949,434,1,17
1202,476,343,1,20
1203,534,285,1,37
1204,136,431,5,58
1205,307,163,2,62
1206,77,396,5,27
1207,488,435,5,47
1208,302,441,4,24
1209,245,284,1,4
1210,512,155,5,14
1211,389,63,5,36
1212,657,78,1,44
1213,50,39,2,10
1214,224,170,1,52
1215,444,495,2,49
1216,562,130,3,43
1217,331,90,4,94
1218,77,2,2,81
1219,499,369,1,90
1220,556,306,5,35
1221,937,466,3,54
1222,290,260,5,76
1223,60,16,3,13
1224,644,359,3,55
1225,962,340,4,26
1226,797,259,3,18
1227,189,230,1,58
1228,414,69,3,51
1229,266,196,-1,60
1230,44,43,3,83
1231,114,430,2,0
1232,388,261,4,23
1233,807,359,5,56
1234,106,449,1,0
1235,833,211,4,69
1236,689,140,1,62
1237,145,4,4,52
1238,514,369,1,15
1239,812,338,2,17
1240,566,76,2,22
1241,291,7,5,35
1242,888,80,5,24
1243,621,303,5,38
1244,280,48,1,92
1245,275,232,5,14
1246,912,401,1,90
1247,253,178,1,99
1248,327,496,4,18
1249,659,272,5,16
1250,8,406,4,37
1251,718,480,3,62
1252,42,307,4,67
1253,131,475,5,2
1254,25,459,3,13
1255,932,444,3,31
1256,628,171,2,100
1257,780,465,1,83
1258,481,285,4,58
1259,905,322,2,70
1260,88,329,5,86
1261,625,115,1,49
1262,353,255,5,82
1263,26,345,2,59
1264,792,60,2,12
1265,677,318,4,32
1266,926,123,4,76
1267,327,417,3,70
1268,353,469,4,100
1269,586,157,1,69
1270,192,295,1,53
1271,441,291,1,88
1272,916,79,5,77
1273,440,8,4,8
1274,398,170,4,58
1275,464,388,3,47
1276,45,43,4,40
1277,425,48,2,53
1278,71,154,5,70
1279,367,113,1,65
1280,491,371,4,78
1281,656,314,4,37
1282,471,397,4,23
1283,898,416,1,68
1284,189,124,2,32
1285,309,263,1,98
1286,82,233,2,39
1287,339,176,2,50
1288,336,274,3,40
1289,867,490,5,3
1290,855,256,-5,48
1291,285,85,3,57
1292,782,110,2,84
1293,814,174,5,37
1294,954,114,1,41
1295,944,415,2,67
1296,48,144,1,17
1297,402,95,5,76
1298,162,51,4,37
1299,615,72,2,3
1300,418,238,5,98
1301,123,184,2,75
1302,416,196,5,26
1303,855,3,4,28
1304,840,182,1,27
1305,237,301,2,64
1306,545,400,3,0
1307,47,215,1,85
1308,109,296,2,82
1309,383,317,2,62
1310,87,310,1,0
1311,23,95,5,82
1312,102,193,2,23
1313,386,367,3,89
1314,527,379,3,45
1315,317,2,4,74
1316,832,461,-2,29
1317,813,400,3,93
1318,223,70,2,10
1319,667,322,4,59
1320,548,394,1,36
1321,297,226,3,31
1322,802,379,1,78
1323,776,181,2,86
1324,935,54,1,85
1325,511,220,4,91
1326,60,177,2,84
1327,918,389,4,8
1328,803,295,2,70
1329,718,332,3,61
1330,417,340,1,92
1331,160,68,2,8
1332,401,245,5,87
1333,25,198,4,80
1334,344,126,2,19
1335,498,64,5,45
1336,74,445,2,48
1337,530,369,3,82
1338,425,113,4,10
1339,867,78,5,39
1340,42,15,2,58
1341,792,466,2,72
1342,579,465,2,31
1343,75,107,2,33
1344,614,338,5,48
1345,214,65,4,96
1346,731,133,1,62
1347,207,411,4,52
1348,74,452,3,26
1349,143,22,1,12
1350,684,446,1,49
1351,168,359,4,50
1352,442,228,2,47
1353,148,250,2,35
1354,354,113,2,62
1355,375,345,4,40
